Date,Product_ID,Quantity_Sold,Unit_Price,Total_Sales,Customer_ID,Store_Location
2023-12-08,101,5,28.227770560873893,141.13885280436946,1089,Houston
2023-11-29,100,2,16.908961877773734,33.81792375554747,1097,Chicago
2023-12-19,109,4,75.29675880926148,301.1870352370459,1093,New York
2023-12-13,104,4,19.78405088467691,79.13620353870763,1030,Houston
2023-11-21,105,6,54.56966755803098,327.4180053481859,1032,Phoenix
2023-12-17,106,8,86.51928251234207,692.1542600987366,1076,Houston
2023-12-16,105,5,85.52571299438415,427.62856497192075,1078,Houston
2023-12-02,104,2,92.99185871403841,185.98371742807683,1016,Los Angeles
2023-11-28,104,3,58.834577180493,176.503731541479,1011,New York
2023-12-19,103,8,31.705437069768546,253.64349655814837,1078,New York
2023-12-17,108,7,11.074420483094706,77.52094338166293,1043,Phoenix
2023-12-02,100,3,95.53977977101636,286.61933931304907,1045,Chicago
2023-11-26,104,1,17.333360898249904,17.333360898249904,1069,New York
2023-12-03,101,9,91.85559896326497,826.7003906693847,1014,Los Angeles
2023-11-28,109,6,12.33124799943737,73.98748799662422,1043,Los Angeles
2023-12-06,103,3,74.95339212095419,224.86017636286257,1035,New York
2023-12-03,103,3,35.2291696992844,105.6875090978532,1009,Chicago
2023-12-01,106,9,28.146748988657777,253.32074089792,1061,New York
2023-12-16,103,9,71.74239948988189,645.681595408937,1038,Houston
2023-12-06,108,7,17.198702817134315,120.3909197199402,1075,Houston
2023-12-12,103,7,18.367224724402664,128.57057307081865,1079,Houston
2023-12-13,108,9,14.544790315834788,130.9031128425131,1018,Los Angeles
2023-12-18,108,1,90.09340123100044,90.09340123100044,1088,New York
2023-12-08,104,4,93.16071646948167,372.6428658779267,1009,Los Angeles
2023-12-16,101,2,95.35396716944696,190.70793433889392,1065,Chicago
2023-12-19,109,2,24.680390339408902,49.360780678817804,1061,Los Angeles
2023-11-29,104,6,91.673182136104,550.039092816624,1052,New York
2023-12-17,103,9,88.30548589775901,794.7493730798311,1067,New York
2023-12-03,104,3,21.01447690961951,63.04343072885853,1094,Los Angeles
2023-11-28,109,7,76.46053697419022,535.2237588193316,1099,Phoenix
2023-12-08,100,7,66.15860180543365,463.11021263803553,1026,Houston
2023-12-09,109,5,84.1522771810547,420.7613859052735,1030,New York
2023-11-21,104,9,12.559683889731973,113.03715500758776,1077,Phoenix
2023-12-10,109,9,85.4222564047627,768.8003076428644,1076,Chicago
2023-11-26,100,10,42.691923348662726,426.91923348662726,1077,Los Angeles
2023-11-24,102,8,26.669637014750897,213.35709611800718,1071,Phoenix
2023-12-03,100,2,68.56309302455671,137.12618604911341,1054,Los Angeles
2023-12-15,105,5,72.03243509671901,360.1621754835951,1090,Phoenix
2023-12-04,106,7,84.52939913890039,591.7057939723027,1018,New York
2023-11-24,100,6,63.139434728772386,378.8366083726343,1056,New York
2023-11-29,101,5,73.35747052622318,366.78735263111594,1082,New York
2023-11-24,102,2,61.23220565040113,122.46441130080225,1041,Los Angeles
2023-12-06,109,3,60.366286090124156,181.09885827037246,1032,Chicago
2023-12-09,101,2,17.157941594796778,34.315883189593556,1023,Los Angeles
2023-12-16,100,10,79.68978024991702,796.8978024991702,1013,Chicago
2023-12-11,105,8,64.16881068941984,513.3504855153587,1013,Phoenix
2023-12-10,102,1,60.273184059210884,60.273184059210884,1027,Houston
2023-12-01,106,2,36.306896209381534,72.61379241876307,1087,Houston
2023-11-26,109,1,77.7380308277292,77.7380308277292,1100,Houston
2023-12-17,103,4,89.36204692359532,357.44818769438126,1015,Houston
2023-11-24,100,3,35.4412109408648,106.32363282259439,1038,Phoenix
2023-12-11,107,8,27.013742436456997,216.10993949165598,1093,New York
2023-12-08,102,3,99.75145061697403,299.2543518509221,1053,New York
2023-11-24,100,5,71.40308905441174,357.0154452720587,1078,Houston
2023-12-11,100,9,60.6994789169739,546.2953102527651,1051,Phoenix
2023-12-14,106,2,60.89119806336904,121.78239612673808,1062,Phoenix
2023-12-10,102,8,40.564746906580986,324.5179752526479,1016,New York
2023-12-13,100,5,40.02470943059536,200.12354715297678,1045,Los Angeles
2023-12-14,101,9,74.8979934854085,674.0819413686766,1001,Phoenix
2023-12-15,107,3,15.382964752011205,46.148894256033614,1080,Phoenix
2023-12-09,108,4,57.59304060581413,230.37216242325653,1050,Chicago
2023-11-24,107,8,96.00270604183463,768.021648334677,1080,Houston
2023-11-22,107,8,70.06936305211724,560.5549044169379,1076,Chicago
2023-12-15,104,2,94.90013644381713,189.80027288763426,1062,Phoenix
2023-11-22,102,2,28.106558761704875,56.21311752340975,1063,Chicago
2023-12-03,106,7,65.42443735382251,457.9710614767576,1013,Chicago
2023-11-26,100,1,46.74359337795051,46.74359337795051,1031,New York
2023-12-17,106,4,19.47736475903978,77.90945903615912,1005,New York
2023-11-30,108,10,65.4551744315113,654.551744315113,1005,Los Angeles
2023-12-06,108,8,83.85455646791188,670.836451743295,1006,New York
2023-11-30,102,6,59.11775587280746,354.70653523684473,1000,Chicago
2023-12-04,106,6,86.15352465587327,516.9211479352396,1028,Chicago
2023-12-16,109,9,14.043048784004784,126.38743905604305,1027,Phoenix
2023-11-28,107,7,11.349034797518042,79.4432435826263,1010,Houston
2023-12-02,102,6,72.99643977511282,437.9786386506769,1035,Houston
2023-12-05,104,3,37.77877501961714,113.33632505885143,1052,Houston
2023-12-03,102,1,49.092372707579116,49.092372707579116,1032,Phoenix
2023-12-07,104,9,30.2401982599751,272.16178433977586,1016,Houston
2023-11-28,107,9,99.82958833668245,898.4662950301421,1001,Houston
2023-12-19,101,1,38.08739963840763,38.08739963840763,1074,New York
2023-12-13,106,2,41.305105615200475,82.61021123040095,1034,Houston
2023-11-29,100,5,82.74318525192626,413.7159262596313,1085,Chicago
2023-12-14,100,1,32.10797146548694,32.10797146548694,1070,Houston
2023-11-27,104,7,31.662487417191144,221.63741192033802,1059,Chicago
2023-12-04,108,8,52.00546451971047,416.0437161576838,1052,Los Angeles
2023-11-23,100,6,47.27531416634607,283.6518849980764,1085,Houston
2023-12-13,109,9,28.85235106790176,259.67115961111585,1086,New York
2023-11-26,106,3,36.46212116879989,109.38636350639968,1058,Chicago
2023-12-18,101,3,67.19790276312378,201.59370828937134,1042,Los Angeles
2023-12-04,106,7,62.84011694612568,439.88081862287976,1007,New York
2023-12-15,107,10,37.87594171643416,378.75941716434164,1059,New York
2023-12-10,103,9,48.642772112839346,437.7849490155541,1044,New York
2023-11-28,107,7,80.69499838360326,564.8649886852229,1082,Houston
2023-11-27,100,4,21.818595869000944,87.27438347600378,1067,Los Angeles
2023-12-03,103,5,63.00648262736787,315.03241313683935,1066,New York
2023-12-18,109,10,76.95720746198478,769.5720746198479,1026,Houston
2023-11-28,105,10,22.498494303601472,224.98494303601473,1097,Los Angeles
2023-11-24,107,7,87.15239032364694,610.0667322655286,1067,New York
2023-12-07,104,9,61.837711296913454,556.5394016722211,1097,Houston
2023-12-20,104,10,81.55097207098817,815.5097207098817,1087,Phoenix
2023-11-23,107,8,71.05544393254634,568.4435514603707,1031,New York
2023-12-07,105,1,74.57084737331924,74.57084737331924,1064,New York
2023-12-18,105,5,20.150499557085755,100.75249778542877,1095,Phoenix
2023-12-17,103,1,48.790434073445745,48.790434073445745,1059,Phoenix
2023-12-06,107,3,81.85635197578668,245.56905592736004,1025,Houston
2023-12-04,102,10,20.88065717187868,208.8065717187868,1007,Chicago
2023-12-09,100,3,99.06375735067323,297.1912720520197,1088,Phoenix
2023-12-01,103,4,98.68333505767322,394.7333402306929,1062,Los Angeles
2023-12-03,107,9,94.53702264191341,850.8332037772207,1094,Houston
2023-12-08,109,10,96.63910584057535,966.3910584057535,1077,Houston
2023-12-05,104,7,24.960055840189668,174.72039088132766,1023,Houston
2023-11-26,108,3,19.94656366455414,59.83969099366242,1020,Chicago
2023-11-28,100,5,71.00428778288327,355.0214389144163,1032,Phoenix
2023-11-29,105,6,34.398338865673644,206.39003319404185,1067,Houston
2023-11-28,109,5,42.387626483145745,211.93813241572872,1004,New York
2023-11-24,108,8,44.51212093966888,356.09696751735106,1054,Los Angeles
2023-12-04,108,4,98.12450583709051,392.49802334836204,1063,Phoenix
2023-12-17,109,10,86.02708425716493,860.2708425716493,1063,Chicago
2023-11-29,100,10,38.3386031182978,383.38603118297794,1047,Los Angeles
2023-11-23,102,1,13.754772713681653,13.754772713681653,1089,Phoenix
2023-11-27,104,4,33.4656316366348,133.8625265465392,1027,Houston
2023-12-04,100,10,97.90908432908705,979.0908432908705,1088,Houston
2023-12-18,102,8,12.967841290556493,103.74273032445194,1015,Los Angeles
2023-11-23,105,10,59.02236765009146,590.2236765009146,1090,Phoenix
2023-11-21,106,3,22.61555301475406,67.84665904426218,1055,Phoenix
2023-12-11,102,10,25.436191084431773,254.36191084431772,1046,Phoenix
2023-12-10,109,2,61.45333026456633,122.90666052913267,1007,Phoenix
2023-11-25,103,9,38.435820571664365,345.9223851449793,1063,Chicago
2023-12-16,109,7,45.58596193958556,319.1017335770989,1031,Los Angeles
2023-12-09,108,3,99.12015307993352,297.36045923980055,1007,Houston
2023-11-25,108,7,49.4412599851636,346.0888198961452,1044,Los Angeles
2023-12-12,100,1,85.71103950316376,85.71103950316376,1031,Los Angeles
2023-11-26,108,5,52.2747768445157,261.3738842225785,1013,Chicago
2023-11-26,101,4,42.50069498285791,170.00277993143163,1018,Los Angeles
2023-11-29,108,1,92.98381611356099,92.98381611356099,1018,Chicago
2023-11-28,103,10,42.21199504173744,422.1199504173744,1068,Houston
2023-12-06,105,9,52.78956195826357,475.1060576243721,1005,Chicago
2023-12-09,102,4,13.939635298195267,55.75854119278107,1035,Chicago
2023-12-01,102,6,95.0871258269831,570.5227549618986,1015,Houston
2023-12-12,102,10,41.29032065852857,412.9032065852857,1097,Los Angeles
2023-11-27,103,8,76.41098492689093,611.2878794151275,1020,Phoenix
2023-11-24,108,10,70.00410209266227,700.0410209266227,1075,Houston
2023-12-07,105,5,56.174576733207836,280.8728836660392,1022,Phoenix
2023-12-04,109,6,90.23464225336384,541.407853520183,1050,Los Angeles
2023-12-10,105,9,43.766955512088124,393.90259960879314,1098,Houston
2023-12-14,105,4,45.215555356411315,180.86222142564526,1079,Phoenix
2023-12-07,100,9,87.51386559094732,787.6247903185258,1068,Los Angeles
2023-11-28,108,9,79.16590431857716,712.4931388671945,1024,Phoenix
2023-12-07,104,7,22.823979809868863,159.76785866908205,1093,Phoenix
2023-11-28,107,5,63.53328125360443,317.6664062680221,1057,New York
2023-12-12,106,5,73.89857025609868,369.49285128049337,1048,Houston
2023-12-08,107,5,33.6697228823554,168.34861441177702,1018,Chicago
2023-12-06,109,2,15.496722680855793,30.993445361711586,1067,Los Angeles
2023-12-08,105,4,46.471016408725795,185.88406563490318,1074,Chicago
2023-12-17,108,3,24.748832770630187,74.24649831189056,1005,Chicago
2023-11-26,107,10,58.50884426558933,585.0884426558933,1063,New York
2023-12-10,103,7,27.1070353452462,189.7492474167234,1066,Phoenix
2023-12-02,104,7,17.824043046461604,124.76830132523122,1100,Phoenix
2023-12-06,109,7,92.96870942536798,650.7809659775759,1060,Chicago
2023-12-15,100,6,26.823331457539695,160.93998874523817,1063,Phoenix
2023-11-24,109,2,31.166106796590324,62.33221359318065,1020,New York
2023-12-04,103,10,42.78859769047069,427.88597690470687,1009,Phoenix
2023-12-13,109,3,62.27911152390445,186.83733457171334,1028,Los Angeles
2023-12-16,109,2,67.94477901022094,135.88955802044188,1074,Phoenix
2023-12-09,107,1,88.99130911546605,88.99130911546605,1074,Los Angeles
2023-12-04,105,8,39.67064595587276,317.36516764698206,1092,Los Angeles
2023-11-25,109,3,98.16079261539782,294.48237784619346,1025,Los Angeles
2023-11-25,108,4,13.05406254022731,52.21625016090924,1081,Houston
2023-12-12,108,9,43.889666558080364,395.0069990227233,1072,Houston
2023-12-17,108,5,42.33202115172534,211.6601057586267,1027,Phoenix
2023-12-11,109,9,43.6879791705442,393.19181253489785,1005,Houston
2023-11-30,107,2,93.88321889971465,187.7664377994293,1006,Phoenix
2023-12-08,108,5,40.370997830657146,201.85498915328571,1089,Chicago
2023-11-25,103,7,66.51772297558995,465.62406082912963,1014,Los Angeles
2023-12-19,102,5,84.33891961450503,421.69459807252514,1022,Phoenix
2023-11-24,109,7,22.549702533959444,157.8479177377161,1066,Chicago
2023-12-07,101,8,36.32733353488656,290.6186682790925,1066,Houston
2023-11-28,100,3,13.071812362006598,39.2154370860198,1020,Houston
2023-11-28,107,2,33.608035862348586,67.21607172469717,1080,New York
2023-12-16,109,6,84.30829031854127,505.84974191124763,1029,Houston
2023-12-13,104,9,66.86392461625184,601.7753215462665,1076,Chicago
2023-11-24,102,7,39.49410308474445,276.4587215932112,1022,Los Angeles
2023-12-11,104,2,28.325124693910954,56.65024938782191,1099,Los Angeles
2023-12-19,102,3,68.90717852431392,206.72153557294178,1094,New York
2023-12-07,101,9,79.03344364685826,711.3009928217243,1059,Houston
2023-11-21,109,4,88.26457986031711,353.05831944126845,1060,Chicago
2023-12-20,105,9,97.24028574765309,875.1625717288778,1087,Houston
2023-12-17,102,7,54.498490119608455,381.4894308372592,1042,Houston
2023-12-10,105,10,35.72726793621465,357.2726793621465,1037,Los Angeles
2023-12-18,101,10,67.81334590222443,678.1334590222443,1073,New York
2023-12-14,100,8,79.6324684821364,637.0597478570912,1081,New York
2023-11-27,107,2,12.13144676556973,24.26289353113946,1020,New York
2023-12-10,105,10,97.39703003772534,973.9703003772535,1060,Phoenix
2023-12-20,105,3,70.29216858583197,210.87650575749592,1051,Houston
2023-12-16,101,7,13.058997909781437,91.41298536847006,1093,Houston
2023-12-12,105,10,10.57838308673902,105.78383086739021,1028,New York
2023-12-20,105,7,23.912851763645968,167.38996234552178,1061,Los Angeles
2023-11-24,107,2,55.288915116101876,110.57783023220375,1011,New York
2023-12-12,105,7,48.931095066824675,342.5176654677727,1021,Chicago
2023-12-09,106,6,10.451513658773703,62.709081952642215,1076,New York
2023-12-16,103,8,22.944086765361163,183.5526941228893,1020,Chicago
2023-12-15,107,8,69.35774467214924,554.8619573771939,1025,Chicago
2023-11-30,103,8,57.284977560098184,458.2798204807855,1045,Los Angeles
2023-11-29,108,2,49.07445803207689,98.14891606415378,1074,Los Angeles
2023-12-09,101,2,37.57365265340738,75.14730530681476,1081,Chicago
2023-12-01,107,5,68.85403399954583,344.27016999772917,1026,New York
2023-11-27,103,1,89.14849168784974,89.14849168784974,1009,New York
2023-11-28,101,6,21.443818668853293,128.66291201311975,1000,Houston
2023-12-11,108,2,21.680180402777875,43.36036080555575,1010,Phoenix
2023-11-27,106,6,13.76315874339627,82.57895246037762,1041,Los Angeles
2023-12-02,104,8,53.74122306969933,429.92978455759464,1055,Phoenix
2023-12-04,103,7,64.83951681088095,453.8766176761667,1091,Chicago
2023-11-25,100,3,79.62124992989618,238.86374978968854,1012,Phoenix
2023-12-10,106,4,22.51814464927419,90.07257859709676,1011,Phoenix
2023-12-16,101,2,52.03096753223947,104.06193506447894,1093,New York
2023-12-12,101,1,39.04771257518205,39.04771257518205,1006,Los Angeles
2023-11-22,107,10,17.042600344660634,170.42600344660633,1002,Los Angeles
2023-12-07,103,5,49.69763223610684,248.4881611805342,1018,Houston
2023-12-05,105,6,22.63281538424965,135.7968923054979,1036,Chicago
2023-12-06,105,1,16.19798763879034,16.19798763879034,1053,New York
2023-12-15,108,6,43.05720273047031,258.3432163828219,1072,Chicago
2023-12-06,104,7,39.1265847234534,273.8860930641738,1063,Chicago
2023-11-25,101,9,60.58760583476029,545.2884525128426,1074,New York
2023-12-05,107,6,69.20545246275938,415.2327147765563,1000,Los Angeles
2023-12-04,104,3,68.97572297041884,206.92716891125653,1057,New York
2023-12-15,101,4,62.724567907418766,250.89827162967507,1061,Houston
2023-12-19,101,10,40.906289710586485,409.06289710586486,1097,New York
2023-12-09,101,1,87.71950059979434,87.71950059979434,1085,Phoenix
2023-12-15,108,1,80.89983521850307,80.89983521850307,1045,Chicago
2023-12-16,101,4,83.81640543115682,335.2656217246273,1003,New York
2023-12-04,103,9,53.731333185382915,483.58199866844626,1004,Houston
2023-12-14,107,2,69.77450524323432,139.54901048646863,1084,Phoenix
